dataset,iteration,model,type,sol_name,sex_mean_diff,sex_eq_opp_diff,sex_avg_odds_diff,race_mean_diff,race_eq_opp_diff,race_avg_odds_diff,overall_mean_diff,overall_eq_opp_diff,overall_avg_odds_diff,accuracy,f1_score,precision,recall,elapsed_time,size
adult,20,svm,in,PR,-0.187,-0.098,-0.091,-0.093,-0.047,-0.039,-0.227,-0.138,-0.117,0.841,0.773,0.8,0.756,0.206516,6.576171875
adult,20,xgb,in,PR,-0.188,-0.117,-0.099,-0.103,-0.071,-0.055,-0.231,-0.168,-0.132,0.844,0.776,0.805,0.758,0.191262,286.6337890625
adult,21,lr,in,PR,-0.16,-0.025,-0.047,-0.098,-0.088,-0.064,-0.209,-0.055,-0.074,0.845,0.775,0.8,0.758,0.040238,6.6748046875
adult,21,rf,in,PR,-0.155,-0.026,-0.045,-0.091,-0.054,-0.046,-0.192,0.026,-0.028,0.847,0.776,0.807,0.756,0.87282,17156.572265625
adult,21,svm,in,PR,-0.161,-0.023,-0.047,-0.097,-0.072,-0.056,-0.211,-0.035,-0.066,0.845,0.776,0.799,0.759,0.202023,6.576171875
adult,21,xgb,in,PR,-0.161,-0.023,-0.046,-0.108,-0.102,-0.074,-0.212,-0.041,-0.068,0.848,0.779,0.804,0.762,0.204788,284.30859375
adult,22,lr,in,PR,-0.18,-0.087,-0.086,-0.099,-0.051,-0.045,-0.222,-0.124,-0.112,0.84,0.772,0.797,0.755,0.038668,6.6748046875
adult,22,rf,in,PR,-0.179,-0.103,-0.093,-0.086,-0.043,-0.035,-0.209,-0.129,-0.108,0.841,0.77,0.804,0.75,0.86094,17751.884765625
adult,22,svm,in,PR,-0.178,-0.085,-0.084,-0.099,-0.041,-0.041,-0.221,-0.124,-0.112,0.839,0.771,0.795,0.755,0.209818,6.576171875
adult,22,xgb,in,PR,-0.18,-0.09,-0.087,-0.095,-0.054,-0.044,-0.22,-0.143,-0.12,0.84,0.771,0.797,0.754,0.199295,292.54296875
adult,23,lr,in,PR,-0.178,-0.086,-0.08,-0.102,-0.042,-0.043,-0.225,-0.118,-0.108,0.835,0.764,0.787,0.749,0.039615,6.6748046875
adult,23,rf,in,PR,-0.176,-0.088,-0.081,-0.094,-0.049,-0.041,-0.218,-0.15,-0.12,0.838,0.764,0.796,0.744,0.893841,18540.634765625
adult,23,svm,in,PR,-0.177,-0.074,-0.074,-0.101,-0.045,-0.043,-0.225,-0.119,-0.108,0.836,0.765,0.787,0.75,0.169638,6.576171875
adult,23,xgb,in,PR,-0.176,-0.069,-0.072,-0.104,-0.067,-0.054,-0.235,-0.19,-0.147,0.836,0.764,0.788,0.747,0.203686,301.7119140625
adult,24,lr,in,PR,-0.177,-0.081,-0.078,-0.094,-0.054,-0.047,-0.215,-0.12,-0.106,0.846,0.774,0.806,0.754,0.037437,6.6748046875
adult,24,rf,in,PR,-0.175,-0.103,-0.087,-0.077,-0.031,-0.029,-0.2,-0.12,-0.1,0.847,0.771,0.813,0.748,0.851788,17025.947265625
adult,24,svm,in,PR,-0.176,-0.082,-0.078,-0.091,-0.045,-0.042,-0.211,-0.12,-0.105,0.845,0.773,0.804,0.754,0.292529,6.576171875
adult,24,xgb,in,PR,-0.177,-0.081,-0.078,-0.093,-0.067,-0.051,-0.206,-0.098,-0.092,0.847,0.774,0.808,0.754,0.188679,289.890625
adult,25,lr,in,PR,-0.18,-0.109,-0.095,-0.09,-0.012,-0.025,-0.215,-0.175,-0.134,0.843,0.772,0.798,0.754,0.041561,6.6748046875
adult,25,rf,in,PR,-0.177,-0.117,-0.097,-0.085,-0.036,-0.033,-0.202,-0.142,-0.112,0.844,0.769,0.803,0.749,0.870107,17459.384765625
adult,25,svm,in,PR,-0.181,-0.111,-0.096,-0.088,-0.008,-0.023,-0.213,-0.157,-0.125,0.842,0.771,0.796,0.754,0.183888,6.576171875
adult,25,xgb,in,PR,-0.176,-0.101,-0.089,-0.091,-0.046,-0.04,-0.214,-0.212,-0.15,0.843,0.772,0.8,0.753,0.200672,300.5810546875
adult,26,lr,in,PR,-0.179,-0.094,-0.084,-0.094,-0.066,-0.052,-0.219,-0.149,-0.119,0.849,0.78,0.806,0.763,0.036881,6.6748046875
adult,26,rf,in,PR,-0.183,-0.116,-0.096,-0.082,-0.04,-0.034,-0.211,-0.117,-0.1,0.852,0.782,0.814,0.762,0.878643,17373.759765625
adult,26,svm,in,PR,-0.181,-0.096,-0.086,-0.093,-0.057,-0.048,-0.221,-0.15,-0.12,0.847,0.779,0.802,0.762,0.24992,6.576171875
adult,26,xgb,in,PR,-0.183,-0.105,-0.091,-0.093,-0.066,-0.051,-0.217,-0.128,-0.107,0.849,0.781,0.807,0.763,0.198061,299.5205078125
adult,27,lr,in,PR,-0.166,-0.041,-0.056,-0.098,-0.122,-0.081,-0.207,-0.115,-0.101,0.846,0.779,0.803,0.762,0.038901,6.6748046875
adult,27,rf,in,PR,-0.167,-0.054,-0.061,-0.088,-0.115,-0.072,-0.204,-0.129,-0.105,0.849,0.781,0.811,0.762,0.873047,18636.103515625
adult,27,svm,in,PR,-0.168,-0.043,-0.057,-0.098,-0.124,-0.081,-0.208,-0.116,-0.102,0.845,0.779,0.802,0.762,0.235056,6.576171875
adult,27,xgb,in,PR,-0.169,-0.047,-0.06,-0.098,-0.115,-0.078,-0.213,-0.136,-0.114,0.847,0.78,0.804,0.764,0.197399,296.0
adult,28,lr,in,PR,-0.168,-0.082,-0.073,-0.085,-0.046,-0.041,-0.214,-0.05,-0.067,0.844,0.774,0.805,0.755,0.047737,6.6748046875
adult,28,rf,in,PR,-0.165,-0.092,-0.076,-0.067,-0.017,-0.018,-0.196,-0.036,-0.051,0.849,0.777,0.818,0.754,0.884877,18172.197265625
adult,28,svm,in,PR,-0.168,-0.087,-0.076,-0.08,-0.039,-0.035,-0.206,-0.018,-0.049,0.843,0.773,0.804,0.754,0.225916,6.576171875
adult,28,xgb,in,PR,-0.169,-0.09,-0.077,-0.085,-0.065,-0.048,-0.213,-0.081,-0.081,0.846,0.776,0.809,0.756,0.205641,299.65234375
adult,29,lr,in,PR,-0.173,-0.098,-0.086,-0.11,-0.075,-0.061,-0.223,-0.166,-0.129,0.835,0.763,0.795,0.744,0.039015,6.6748046875
adult,29,rf,in,PR,-0.174,-0.127,-0.1,-0.096,-0.063,-0.048,-0.211,-0.187,-0.132,0.838,0.764,0.804,0.742,0.864788,17220.634765625
adult,29,svm,in,PR,-0.174,-0.105,-0.09,-0.108,-0.081,-0.062,-0.224,-0.196,-0.144,0.834,0.762,0.793,0.743,0.206219,6.576171875
adult,29,xgb,in,PR,-0.175,-0.109,-0.092,-0.109,-0.094,-0.068,-0.22,-0.17,-0.129,0.836,0.764,0.796,0.744,0.201859,299.453125
adult,30,lr,in,PR,-0.195,-0.146,-0.118,-0.107,-0.093,-0.069,-0.241,-0.291,-0.198,0.837,0.766,0.795,0.747,0.035654,6.6748046875
adult,30,rf,in,PR,-0.192,-0.163,-0.124,-0.095,-0.09,-0.061,-0.228,-0.281,-0.186,0.84,0.767,0.804,0.745,0.876831,16638.291015625
adult,30,svm,in,PR,-0.195,-0.145,-0.118,-0.106,-0.084,-0.064,-0.239,-0.269,-0.187,0.836,0.766,0.794,0.748,0.231415,6.576171875
adult,30,xgb,in,PR,-0.193,-0.139,-0.115,-0.106,-0.125,-0.081,-0.234,-0.287,-0.193,0.836,0.763,0.793,0.745,0.218432,295.7333984375
adult,1,lr,in,GS,0.011,0.021,0.017,-0.006,-0.013,-0.008,0.001,-0.002,0.002,0.742,0.45,0.556,0.505,1.184398,19096.1083984375
adult,1,rf,in,GS,-0.244,-0.561,-0.328,-0.191,-0.515,-0.293,-0.275,-0.61,-0.36,0.824,0.734,0.787,0.71,9.976163,333247.0185546875
adult,1,svm,in,GS,-0.021,0.055,0.03,-0.016,0.019,0.009,-0.031,0.04,0.024,0.786,0.583,0.833,0.583,0.574535,19095.4580078125
adult,1,xgb,in,GS,-0.449,-0.819,-0.548,-0.356,-0.767,-0.486,-0.508,-0.892,-0.605,0.796,0.746,0.735,0.764,1.771484,20981.9521484375
adult,2,lr,in,GS,0.006,0.048,0.034,-0.003,0.028,0.014,0.001,0.078,0.048,0.747,0.525,0.63,0.541,1.173378,19096.1083984375
adult,2,rf,in,GS,-0.241,-0.58,-0.332,-0.188,-0.53,-0.296,-0.271,-0.633,-0.365,0.834,0.748,0.804,0.722,9.722546,336364.7275390625
adult,2,svm,in,GS,-0.011,0.024,0.013,-0.009,-0.011,-0.005,-0.011,0.089,0.047,0.767,0.505,0.863,0.539,0.667073,19095.4580078125
adult,2,xgb,in,GS,-0.451,-0.83,-0.552,-0.356,-0.782,-0.492,-0.507,-0.908,-0.611,0.799,0.751,0.739,0.77,1.742145,20952.603515625
adult,3,lr,in,GS,-0.025,-0.0,0.005,-0.016,0.037,0.016,-0.028,0.107,0.059,0.781,0.582,0.796,0.583,1.171136,19096.1083984375
adult,3,rf,in,GS,-0.246,-0.576,-0.333,-0.191,-0.524,-0.295,-0.277,-0.625,-0.365,0.829,0.742,0.797,0.718,10.032026,337429.9033203125
adult,3,svm,in,GS,-0.029,-0.003,0.002,-0.012,0.049,0.024,-0.03,0.109,0.059,0.786,0.586,0.84,0.586,0.551783,19095.4580078125
adult,3,xgb,in,GS,-0.459,-0.843,-0.56,-0.36,-0.784,-0.493,-0.517,-0.916,-0.618,0.8,0.754,0.742,0.773,1.773517,20983.6201171875
adult,4,lr,in,GS,-0.033,0.054,0.027,-0.025,0.053,0.019,-0.052,0.108,0.049,0.784,0.605,0.774,0.598,1.14446,19096.1083984375
adult,4,rf,in,GS,-0.246,-0.582,-0.334,-0.194,-0.543,-0.303,-0.28,-0.636,-0.368,0.833,0.749,0.805,0.723,10.000866,338973.62109375
adult,4,svm,in,GS,-0.034,0.034,0.017,-0.014,0.06,0.028,-0.038,0.132,0.066,0.787,0.595,0.826,0.592,0.557828,19095.4580078125
adult,4,xgb,in,GS,-0.46,-0.841,-0.56,-0.365,-0.792,-0.499,-0.524,-0.919,-0.622,0.801,0.755,0.743,0.775,1.767551,20981.5576171875
adult,5,lr,in,GS,-0.097,-0.023,-0.046,-0.062,-0.034,-0.038,-0.127,-0.031,-0.059,0.743,0.604,0.635,0.596,1.153882,19096.1083984375
adult,5,rf,in,GS,-0.242,-0.573,-0.332,-0.19,-0.526,-0.296,-0.273,-0.62,-0.362,0.83,0.741,0.794,0.716,10.149096,344803.02734375
adult,5,svm,in,GS,-0.001,0.012,0.01,-0.011,-0.005,-0.005,-0.009,0.052,0.026,0.758,0.484,0.709,0.524,0.696608,19095.4580078125
adult,5,xgb,in,GS,-0.456,-0.833,-0.558,-0.359,-0.773,-0.491,-0.515,-0.902,-0.615,0.795,0.745,0.733,0.766,1.725796,20976.1796875
adult,6,lr,in,GS,-0.039,0.017,0.008,-0.032,-0.027,-0.017,-0.051,0.127,0.058,0.783,0.612,0.759,0.602,1.171106,19096.1083984375
adult,6,rf,in,GS,-0.243,-0.574,-0.331,-0.195,-0.543,-0.305,-0.275,-0.626,-0.364,0.829,0.744,0.799,0.719,9.973866,334354.283203125
adult,6,svm,in,GS,-0.032,0.024,0.009,-0.025,-0.016,-0.012,-0.041,0.122,0.054,0.776,0.574,0.771,0.577,0.642889,19095.4580078125
adult,6,xgb,in,GS,-0.454,-0.832,-0.555,-0.364,-0.788,-0.498,-0.515,-0.908,-0.614,0.797,0.751,0.739,0.771,1.765241,20980.701171875
adult,7,lr,in,GS,-0.031,0.065,0.033,-0.03,-0.007,-0.008,-0.06,-0.004,-0.008,0.79,0.615,0.773,0.603,1.124706,19096.1083984375
adult,7,rf,in,GS,-0.253,-0.584,-0.343,-0.2,-0.543,-0.31,-0.286,-0.64,-0.379,0.828,0.741,0.786,0.718,9.748618,327472.84765625
adult,7,svm,in,GS,-0.026,0.06,0.031,-0.02,0.01,0.003,-0.044,0.017,0.007,0.794,0.596,0.847,0.591,0.574313,19095.4580078125
adult,7,xgb,in,GS,-0.449,-0.822,-0.551,-0.358,-0.778,-0.493,-0.509,-0.902,-0.612,0.795,0.744,0.733,0.765,1.745712,20987.2138671875
adult,8,lr,in,GS,-0.028,0.037,0.022,-0.021,0.012,0.004,-0.045,0.11,0.053,0.78,0.604,0.762,0.597,1.170115,19096.1083984375
adult,8,rf,in,GS,0.549,0.326,0.51,-0.493,-0.624,-0.528,-0.257,-0.24,-0.175,0.635,0.599,0.609,0.641,9.156603,288416.4775390625
adult,8,svm,in,GS,-0.032,0.015,0.009,-0.013,0.028,0.014,-0.033,0.14,0.071,0.785,0.591,0.834,0.59,0.642933,19095.4580078125
adult,8,xgb,in,GS,0.558,0.311,0.514,-0.479,-0.628,-0.519,-0.228,-0.156,-0.112,0.65,0.615,0.624,0.66,1.701726,20826.20703125
adult,9,lr,in,GS,-0.016,0.055,0.036,-0.024,0.02,0.003,-0.043,-0.008,-0.002,0.767,0.604,0.683,0.595,1.145703,19096.1083984375
adult,9,rf,in,GS,-0.245,-0.581,-0.336,-0.188,-0.523,-0.294,-0.277,-0.64,-0.372,0.831,0.744,0.798,0.719,10.107551,339465.0390625
adult,9,svm,in,GS,-0.028,0.022,0.013,-0.015,0.04,0.015,-0.044,0.013,0.004,0.788,0.587,0.825,0.586,0.585136,19095.4580078125
adult,9,xgb,in,GS,-0.442,-0.81,-0.542,-0.347,-0.763,-0.481,-0.502,-0.896,-0.605,0.795,0.743,0.732,0.759,1.764873,20936.07421875
adult,10,lr,in,GS,-0.031,0.045,0.025,-0.019,0.034,0.013,-0.053,0.025,0.009,0.787,0.614,0.754,0.602,1.139225,19096.1083984375
adult,10,rf,in,GS,-0.244,-0.574,-0.333,-0.189,-0.536,-0.301,-0.275,-0.63,-0.367,0.831,0.742,0.796,0.717,9.674129,336808.64453125
adult,10,svm,in,GS,-0.008,0.038,0.019,-0.001,0.028,0.014,-0.011,0.043,0.021,0.768,0.494,0.875,0.532,0.628367,19095.4580078125
adult,10,xgb,in,GS,-0.449,-0.826,-0.551,-0.35,-0.778,-0.488,-0.506,-0.906,-0.611,0.8,0.749,0.737,0.768,1.739129,20979.1748046875
adult,11,lr,in,GS,-0.032,0.038,0.02,-0.027,0.017,0.003,-0.058,-0.009,-0.011,0.786,0.608,0.773,0.599,1.154281,19096.1083984375
adult,11,rf,in,GS,0.55,0.262,0.481,-0.505,-0.695,-0.566,-0.289,-0.646,-0.38,0.632,0.592,0.601,0.632,8.77483,288080.1103515625
adult,11,svm,in,GS,-0.032,0.015,0.009,-0.014,0.033,0.016,-0.042,0.002,0.002,0.791,0.594,0.851,0.591,0.702886,19095.4580078125
adult,11,xgb,in,GS,-0.081,-0.537,-0.212,0.364,0.194,0.328,0.715,0.321,0.615,0.802,0.736,0.737,0.736,1.660565,20850.1787109375
adult,12,lr,in,GS,-0.028,0.047,0.026,-0.027,-0.017,-0.012,-0.048,0.039,0.017,0.785,0.603,0.768,0.596,1.160252,19096.1083984375
adult,12,rf,in,GS,-0.244,-0.572,-0.332,-0.193,-0.539,-0.304,-0.275,-0.625,-0.366,0.828,0.74,0.793,0.715,9.652311,333567.6787109375
adult,12,svm,in,GS,0.002,0.022,0.017,-0.01,0.008,0.0,-0.013,0.056,0.026,0.752,0.491,0.659,0.526,0.654975,19095.4580078125
adult,12,xgb,in,GS,-0.441,-0.827,-0.545,-0.348,-0.78,-0.486,-0.497,-0.905,-0.602,0.805,0.755,0.744,0.772,1.742168,20966.623046875
adult,13,lr,in,GS,-0.031,0.03,0.016,-0.008,0.049,0.023,-0.037,0.047,0.024,0.789,0.599,0.795,0.593,1.15421,19096.1083984375
adult,13,rf,in,GS,-0.234,-0.559,-0.322,-0.184,-0.53,-0.296,-0.264,-0.615,-0.356,0.83,0.738,0.798,0.712,9.74132,335151.15625
adult,13,svm,in,GS,-0.026,0.032,0.018,-0.005,0.052,0.026,-0.03,0.067,0.035,0.789,0.589,0.824,0.586,0.582774,19095.4580078125
adult,13,xgb,in,GS,-0.442,-0.819,-0.544,-0.348,-0.778,-0.487,-0.499,-0.902,-0.605,0.8,0.749,0.737,0.766,1.747255,20963.4287109375
adult,14,lr,in,GS,-0.031,0.054,0.028,-0.023,0.013,0.005,-0.047,0.024,0.011,0.787,0.608,0.764,0.599,1.191828,19096.1083984375
adult,14,rf,in,GS,-0.242,-0.583,-0.335,-0.194,-0.549,-0.307,-0.275,-0.633,-0.367,0.835,0.749,0.802,0.723,9.927712,337470.3408203125
adult,14,svm,in,GS,-0.023,0.07,0.037,-0.016,0.06,0.027,-0.038,0.064,0.031,0.792,0.596,0.833,0.591,0.568662,19095.4580078125
adult,14,xgb,in,GS,-0.454,-0.848,-0.561,-0.363,-0.799,-0.502,-0.516,-0.92,-0.62,0.803,0.756,0.743,0.778,1.764247,20958.853515625
